Entity,Code,Year,homicides_rate_100k
Sweden,SWE,2012,0.71159583
Sweden,SWE,2013,0.9016542
Sweden,SWE,2014,0.89253575
Sweden,SWE,2015,1.1371311
Sweden,SWE,2016,1.0649716
Sweden,SWE,2017,1.1234626
Sweden,SWE,2018,1.0627518
Sweden,SWE,2019,1.0810367
Switzerland,CHE,2000,0.9607273
Switzerland,CHE,2001,1.1904098
Switzerland,CHE,2002,1.1818901
Switzerland,CHE,2009,0.6593914
Switzerland,CHE,2010,0.6647546
Switzerland,CHE,2011,0.5814702
Switzerland,CHE,2012,0.5627998
Switzerland,CHE,2013,0.7047158
Switzerland,CHE,2014,0.50074553
Switzerland,CHE,2015,0.6882618
Switzerland,CHE,2016,0.53744835
Switzerland,CHE,2017,0.5324381
Switzerland,CHE,2018,0.5872381
Switzerland,CHE,2019,0.53640634
Syrian Arab Republic,SYR,2000,2.189156
Syrian Arab Republic,SYR,2001,2.2477353
Syrian Arab Republic,SYR,2002,2.1440198
Syrian Arab Republic,SYR,2003,2.2996526
Syrian Arab Republic,SYR,2004,2.3556726
Syrian Arab Republic,SYR,2005,2.3138735
Syrian Arab Republic,SYR,2006,2.2951822
Syrian Arab Republic,SYR,2007,2.5745053
Syrian Arab Republic,SYR,2008,2.4634373
Syrian Arab Republic,SYR,2009,2.1807632
Syrian Arab Republic,SYR,2010,2.0727417
Tajikistan,TJK,2000,4.5113993
Tajikistan,TJK,2001,3.6356204
Tajikistan,TJK,2002,2.7515554
Tajikistan,TJK,2003,2.4578526
Tajikistan,TJK,2004,2.0878656
Tajikistan,TJK,2005,2.265792
Tajikistan,TJK,2006,2.748881
Tajikistan,TJK,2007,1.8362942
Tajikistan,TJK,2008,1.3652573
Tajikistan,TJK,2009,1.2987715
Tajikistan,TJK,2010,2.3747735
Tajikistan,TJK,2011,1.6185347
"Tanzania, United Republic of",TZA,2003,7.4409547
"Tanzania, United Republic of",TZA,2004,7.6275625
"Tanzania, United Republic of",TZA,2010,8.618831
"Tanzania, United Republic of",TZA,2011,8.938722
"Tanzania, United Republic of",TZA,2012,8.563153
"Tanzania, United Republic of",TZA,2013,7.506044
"Tanzania, United Republic of",TZA,2015,7.1294227
"Tanzania, United Republic of",TZA,2016,6.3214817
"Tanzania, United Republic of",TZA,2017,5.592973
"Tanzania, United Republic of",TZA,2018,4.706454
"Tanzania, United Republic of",TZA,2019,4.541311
Thailand,THA,2000,8.153285
Thailand,THA,2001,7.8868947
Thailand,THA,2002,7.0660505
Thailand,THA,2003,9.932545
Thailand,THA,2004,6.5425262
Thailand,THA,2005,7.301581
Thailand,THA,2006,7.0673003
Thailand,THA,2007,6.636564
Thailand,THA,2008,5.9024267
Thailand,THA,2009,5.460552
Thailand,THA,2010,5.352239
Thailand,THA,2011,4.812783
Trinidad and Tobago,TTO,2000,9.00764
Trinidad and Tobago,TTO,2001,11.280721
Trinidad and Tobago,TTO,2002,12.704654
Trinidad and Tobago,TTO,2003,16.918499
Trinidad and Tobago,TTO,2004,19.10118
Trinidad and Tobago,TTO,2005,28.194208
Trinidad and Tobago,TTO,2006,26.944204
Trinidad and Tobago,TTO,2007,28.23389
Trinidad and Tobago,TTO,2008,39.273335
Trinidad and Tobago,TTO,2009,36.183502
Trinidad and Tobago,TTO,2010,33.53906
Trinidad and Tobago,TTO,2011,24.788383
Trinidad and Tobago,TTO,2012,26.566431
Trinidad and Tobago,TTO,2013,28.249578
Trinidad and Tobago,TTO,2014,27.918308
Trinidad and Tobago,TTO,2015,28.763645
Trinidad and Tobago,TTO,2016,31.510971
Trinidad and Tobago,TTO,2017,33.477455
Trinidad and Tobago,TTO,2018,34.358803
Trinidad and Tobago,TTO,2019,35.461575
Tunisia,TUN,2004,1.8946341
Tunisia,TUN,2005,2.502805
Tunisia,TUN,2006,2.3751478
Tunisia,TUN,2007,2.580244
Tunisia,TUN,2008,2.6216295
Tunisia,TUN,2009,2.3645036
Tunisia,TUN,2010,2.6250422
Tunisia,TUN,2012,2.9710813
Tunisia,TUN,2019,4.738859
Türkiye,TUR,2003,4.2427297
Türkiye,TUR,2004,4.2988815
Türkiye,TUR,2005,4.8104415
Türkiye,TUR,2006,4.551637
Türkiye,TUR,2007,5.1072197
Türkiye,TUR,2008,4.566695
Türkiye,TUR,2010,4.1860585
Türkiye,TUR,2011,4.126791
Türkiye,TUR,2012,4.2721963
Türkiye,TUR,2015,2.806161
Türkiye,TUR,2016,3.3374724
Türkiye,TUR,2017,3.0953896
Türkiye,TUR,2018,2.60961
Türkiye,TUR,2019,2.4196925
Turkmenistan,TKM,2000,5.8435607
Turkmenistan,TKM,2001,5.350485
Turkmenistan,TKM,2002,5.128785
Turkmenistan,TKM,2003,4.8959994
Turkmenistan,TKM,2004,4.3362865
Turkmenistan,TKM,2005,4.216322
Turkmenistan,TKM,2006,4.097675
Turkmenistan,TKM,2010,1.9931778
Turkmenistan,TKM,2011,1.8653892
Turkmenistan,TKM,2012,1.4472358
Turkmenistan,TKM,2013,1.5107657
Turkmenistan,TKM,2014,1.571563
Turkmenistan,TKM,2015,1.0925301
Uganda,UGA,2007,8.926823
Uganda,UGA,2008,9.154417
Uganda,UGA,2009,10.292074
Uganda,UGA,2010,9.770659
Uganda,UGA,2011,11.271713
Uganda,UGA,2012,11.863464
Uganda,UGA,2013,10.934532
Uganda,UGA,2014,12.309923
Uganda,UGA,2016,11.566959
Uganda,UGA,2017,11.80001
Uganda,UGA,2018,10.832127
Uganda,UGA,2019,10.985102
Ukraine,UKR,2000,9.0385065
Ukraine,UKR,2001,10.025915
Ukraine,UKR,2002,8.954377
Ukraine,UKR,2003,8.488489
Ukraine,UKR,2004,7.3780265
Ukraine,UKR,2005,6.458818
Ukraine,UKR,2006,6.348654
Ukraine,UKR,2007,5.71329
Ukraine,UKR,2008,5.3535447
Ukraine,UKR,2009,4.8840175
Ukraine,UKR,2010,4.3517265
Ukraine,UKR,2012,5.144669
Ukraine,UKR,2014,6.301487
Ukraine,UKR,2017,6.160253
Ukraine,UKR,2018,4.5042458
Ukraine,UKR,2019,4.116614
United Arab Emirates,ARE,2010,0.7899294
United Arab Emirates,ARE,2011,0.59473795
United Arab Emirates,ARE,2012,0.79630977
United Arab Emirates,ARE,2013,0.6512911
United Arab Emirates,ARE,2014,0.69036144
United Arab Emirates,ARE,2015,0.67287964
United Arab Emirates,ARE,2019,0.6947718
United Kingdom,GBR,2000,1.5547992
United Kingdom,GBR,2001,1.6347386
United Kingdom,GBR,2002,1.8650275
United Kingdom,GBR,2003,1.5523942
United Kingdom,GBR,2004,1.5834428
United Kingdom,GBR,2005,1.3811665
United Kingdom,GBR,2006,1.4143876
United Kingdom,GBR,2007,1.4250578
United Kingdom,GBR,2008,1.234165
United Kingdom,GBR,2009,1.1342572
United Kingdom,GBR,2010,1.2045882
United Kingdom,GBR,2011,1.0128565
United Kingdom,GBR,2012,0.98262423
United Kingdom,GBR,2013,0.9377581
United Kingdom,GBR,2014,0.90932244
United Kingdom,GBR,2015,0.99962646
United Kingdom,GBR,2016,1.2017326
United Kingdom,GBR,2017,1.2245553
United Kingdom,GBR,2018,1.1364834
United Kingdom,GBR,2019,1.150068
United States,USA,2000,5.5191503
United States,USA,2001,6.667239
United States,USA,2002,5.628225
United States,USA,2006,5.774419
United States,USA,2007,5.6575966
United States,USA,2008,5.386089
United States,USA,2009,4.9913774
United States,USA,2010,4.7309804
United States,USA,2011,4.6709437
United States,USA,2012,4.6915956
United States,USA,2013,4.483442
United States,USA,2014,4.398294
United States,USA,2015,4.892982
United States,USA,2016,5.3216558
United States,USA,2017,5.2439237
United States,USA,2018,4.929848
United States,USA,2019,4.9859467
Uruguay,URY,2000,6.500164
Uruguay,URY,2001,6.6041813
Uruguay,URY,2002,6.986364
Uruguay,URY,2003,5.9512978
Uruguay,URY,2004,6.0353656
Uruguay,URY,2005,5.726919
Uruguay,URY,2006,6.080158
Uruguay,URY,2007,5.828188
Uruguay,URY,2008,6.624451
Uruguay,URY,2009,6.758058
Uruguay,URY,2010,6.1145644
Uruguay,URY,2011,5.919734
Uruguay,URY,2012,7.920187
Uruguay,URY,2013,7.689622
Uruguay,URY,2014,7.901732
Uruguay,URY,2015,8.610512
Uruguay,URY,2016,7.8212743
Uruguay,URY,2017,8.269533
Uruguay,URY,2018,12.284647
Uruguay,URY,2019,11.492213
Uzbekistan,UZB,2000,4.284759
Uzbekistan,UZB,2001,4.2814517
Uzbekistan,UZB,2002,4.136201
Uzbekistan,UZB,2003,3.7172995
Uzbekistan,UZB,2004,3.666868
Uzbekistan,UZB,2005,3.4244742
Uzbekistan,UZB,2006,3.1975555
Uzbekistan,UZB,2007,2.9842968
Uzbekistan,UZB,2008,2.9970992
Uzbekistan,UZB,2015,1.6349257
Uzbekistan,UZB,2016,2.4067216
Uzbekistan,UZB,2017,1.8500153
Uzbekistan,UZB,2018,1.4607278
Uzbekistan,UZB,2019,1.2008388
"Venezuela, Bolivarian Republic of",VEN,2000,32.83973
"Venezuela, Bolivarian Republic of",VEN,2001,31.993309
"Venezuela, Bolivarian Republic of",VEN,2002,37.965446
"Venezuela, Bolivarian Republic of",VEN,2003,43.991882
"Venezuela, Bolivarian Republic of",VEN,2004,37.057335
"Venezuela, Bolivarian Republic of",VEN,2005,37.362034
"Venezuela, Bolivarian Republic of",VEN,2006,45.22531
"Venezuela, Bolivarian Republic of",VEN,2007,47.79638
"Venezuela, Bolivarian Republic of",VEN,2008,52.22699
"Venezuela, Bolivarian Republic of",VEN,2009,49.368305
"Venezuela, Bolivarian Republic of",VEN,2010,45.55107
"Venezuela, Bolivarian Republic of",VEN,2011,48.453133
"Venezuela, Bolivarian Republic of",VEN,2012,54.53603
"Venezuela, Bolivarian Republic of",VEN,2014,63.027313
"Venezuela, Bolivarian Republic of",VEN,2015,51.274635
"Venezuela, Bolivarian Republic of",VEN,2016,56.623848
"Venezuela, Bolivarian Republic of",VEN,2017,47.982174
"Venezuela, Bolivarian Republic of",VEN,2019,40.984848
Viet Nam,VNM,2001,1.2578652
Viet Nam,VNM,2002,1.3231268
Viet Nam,VNM,2003,1.299772
Viet Nam,VNM,2004,1.2914399
Viet Nam,VNM,2005,1.2665064
Viet Nam,VNM,2006,1.2483354
Viet Nam,VNM,2007,1.3779716
Viet Nam,VNM,2008,1.275742
Viet Nam,VNM,2009,1.425715
Viet Nam,VNM,2010,1.5284115
Viet Nam,VNM,2011,1.5370839
Yemen,YEM,2000,3.7415385
Yemen,YEM,2003,3.487082
Yemen,YEM,2004,3.1157446
Yemen,YEM,2009,4.1199207
Yemen,YEM,2010,4.4414907
Yemen,YEM,2011,5.3973193
Yemen,YEM,2012,6.1624374
Yemen,YEM,2013,6.3111467
Zambia,ZMB,2000,8.05772
Zambia,ZMB,2008,5.3995323
Zambia,ZMB,2009,6.0969715
Zambia,ZMB,2010,5.901935
Zambia,ZMB,2011,6.049427
Zambia,ZMB,2012,6.002174
Zambia,ZMB,2013,5.6908526
Zambia,ZMB,2014,5.242158
Zambia,ZMB,2015,5.2498026
Zimbabwe,ZWE,2001,12.836898
Zimbabwe,ZWE,2002,13.54233
Zimbabwe,ZWE,2003,11.262167
Zimbabwe,ZWE,2004,11.150508
Zimbabwe,ZWE,2005,11.043168
Zimbabwe,ZWE,2006,8.693896
Zimbabwe,ZWE,2010,5.5374823
Zimbabwe,ZWE,2012,7.395217
Zimbabwe,ZWE,2018,4.876369
Zimbabwe,ZWE,2019,5.1450353
