Entity,Code,Year,Tuberculosis,HepatitisB,Influenza,Inactivated_polio,Measles,Pneumococcus,Polio,Rubella,Rotavirus,Yellow_fever,Diphteria_Tetanus_Pertussis
Estonia,EST,2017,94.0,92.0,93.0,94.0,93.0,,93.0,93.0,87.0,,93.0
Estonia,EST,2018,92.0,93.0,92.0,93.0,87.0,,92.0,87.0,85.0,,92.0
Estonia,EST,2019,92.0,91.0,91.0,92.0,88.0,,91.0,88.0,81.0,,91.0
Ethiopia,ETH,2000,56.0,,,,36.0,,55.0,,,,30.0
Ethiopia,ETH,2001,57.0,,,,35.0,,54.0,,,,33.0
Ethiopia,ETH,2002,58.0,,,,36.0,,55.0,,,,35.0
Ethiopia,ETH,2003,59.0,,,,35.0,,54.0,,,,38.0
Ethiopia,ETH,2004,60.0,,,,35.0,,54.0,,,,40.0
Ethiopia,ETH,2005,64.0,,,,40.0,,56.0,,,,44.0
Ethiopia,ETH,2006,66.0,,,,44.0,,59.0,,,,46.0
Ethiopia,ETH,2007,69.0,47.0,47.0,,49.0,,61.0,,,,50.0
Ethiopia,ETH,2008,71.0,52.0,52.0,,54.0,,63.0,,,,54.0
Ethiopia,ETH,2009,74.0,56.0,56.0,,59.0,,65.0,,,,58.0
Ethiopia,ETH,2010,76.0,62.0,62.0,,64.0,,69.0,,,,61.0
Ethiopia,ETH,2011,80.0,65.0,65.0,,68.0,12.0,70.0,,,,65.0
Ethiopia,ETH,2012,74.0,62.0,62.0,,62.0,30.0,70.0,,,,62.0
Ethiopia,ETH,2013,68.0,59.0,59.0,,55.0,48.0,70.0,,,,59.0
Ethiopia,ETH,2014,69.0,61.0,61.0,,54.0,54.0,68.0,,56.0,,61.0
Ethiopia,ETH,2015,70.0,63.0,63.0,,56.0,57.0,75.0,,60.0,,63.0
Ethiopia,ETH,2016,72.0,66.0,66.0,,57.0,61.0,69.0,,63.0,,66.0
Ethiopia,ETH,2017,73.0,68.0,68.0,52.0,59.0,64.0,68.0,,67.0,,68.0
Ethiopia,ETH,2018,71.0,68.0,68.0,52.0,55.0,63.0,70.0,,66.0,,67.0
Ethiopia,ETH,2019,69.0,68.0,68.0,68.0,58.0,64.0,71.0,,68.0,,68.0
Fiji,FJI,2000,96.0,98.0,98.0,,81.0,,91.0,81.0,,,90.0
Fiji,FJI,2001,97.0,98.0,98.0,,83.0,,92.0,83.0,,,91.0
Fiji,FJI,2002,97.0,99.0,99.0,,85.0,,94.0,85.0,,,93.0
Fiji,FJI,2003,97.0,99.0,99.0,,86.0,,95.0,86.0,,,94.0
Fiji,FJI,2004,98.0,99.0,99.0,,88.0,,96.0,88.0,,,95.0
Fiji,FJI,2005,98.0,99.0,99.0,,90.0,,97.0,90.0,,,96.0
Fiji,FJI,2006,99.0,99.0,99.0,,92.0,,98.0,92.0,,,98.0
Fiji,FJI,2007,99.0,99.0,99.0,,94.0,,99.0,94.0,,,99.0
Fiji,FJI,2008,99.0,99.0,99.0,,95.0,,99.0,95.0,,,99.0
Fiji,FJI,2009,99.0,99.0,99.0,,95.0,,99.0,95.0,,,99.0
Fiji,FJI,2010,99.0,99.0,99.0,,96.0,,99.0,96.0,,,99.0
Fiji,FJI,2011,99.0,99.0,99.0,,96.0,,99.0,96.0,,,99.0
Fiji,FJI,2012,99.0,99.0,99.0,,96.0,,99.0,96.0,,,99.0
Fiji,FJI,2013,99.0,99.0,99.0,,96.0,87.0,99.0,96.0,85.0,,99.0
Fiji,FJI,2014,99.0,99.0,99.0,,96.0,99.0,99.0,96.0,99.0,,99.0
Fiji,FJI,2015,99.0,99.0,99.0,,96.0,99.0,99.0,96.0,99.0,,99.0
Fiji,FJI,2016,99.0,99.0,99.0,99.0,96.0,99.0,99.0,96.0,99.0,,99.0
Fiji,FJI,2017,99.0,99.0,99.0,99.0,96.0,99.0,99.0,96.0,99.0,,99.0
Fiji,FJI,2018,99.0,99.0,99.0,99.0,96.0,99.0,99.0,96.0,99.0,,99.0
Fiji,FJI,2019,99.0,99.0,99.0,99.0,96.0,99.0,99.0,96.0,99.0,,99.0
Finland,FIN,2000,99.0,,96.0,,96.0,,96.0,96.0,,,99.0
Finland,FIN,2001,99.0,,96.0,,96.0,,95.0,96.0,,,98.0
Finland,FIN,2002,99.0,,96.0,,96.0,,95.0,96.0,,,98.0
Finland,FIN,2003,98.0,,96.0,,97.0,,96.0,97.0,,,98.0
Finland,FIN,2004,98.0,,96.0,,97.0,,96.0,97.0,,,98.0
Finland,FIN,2005,98.0,,98.0,,97.0,,97.0,97.0,,,97.0
Finland,FIN,2006,98.0,,98.0,,97.0,,97.0,97.0,,,97.0
Finland,FIN,2007,,,97.0,,98.0,,97.0,98.0,,,99.0
Finland,FIN,2008,,,98.0,,97.0,,97.0,97.0,,,99.0
Finland,FIN,2009,,,98.0,,98.0,,99.0,98.0,,,99.0
Finland,FIN,2010,,,99.0,,98.0,92.0,99.0,98.0,93.0,,99.0
Finland,FIN,2011,,,99.0,,97.0,92.0,99.0,97.0,93.0,,99.0
Finland,FIN,2012,,,99.0,,97.0,92.0,99.0,97.0,93.0,,99.0
Finland,FIN,2013,,,98.0,,97.0,92.0,98.0,97.0,93.0,,98.0
Finland,FIN,2014,,,98.0,,96.0,92.0,98.0,96.0,92.0,,98.0
Finland,FIN,2015,,,97.0,99.0,95.0,92.0,97.0,95.0,91.0,,97.0
Finland,FIN,2016,,,92.0,99.0,94.0,87.0,92.0,94.0,84.0,,92.0
Finland,FIN,2017,,,89.0,98.0,94.0,85.0,89.0,94.0,80.0,,89.0
Finland,FIN,2018,,,91.0,99.0,96.0,88.0,91.0,96.0,82.0,,91.0
Finland,FIN,2019,,,91.0,98.0,96.0,89.0,91.0,96.0,83.0,,91.0
France,FRA,2000,83.0,26.0,86.0,,84.0,,98.0,84.0,,,97.0
France,FRA,2001,84.0,28.0,86.0,,85.0,,98.0,85.0,,,97.0
France,FRA,2002,85.0,29.0,87.0,,86.0,,97.0,86.0,,,97.0
France,FRA,2003,84.0,28.0,87.0,,87.0,,96.0,87.0,,,97.0
France,FRA,2004,85.0,35.0,97.0,,88.0,,99.0,88.0,,,98.0
France,FRA,2005,81.0,35.0,97.0,,87.0,,98.0,87.0,,,98.0
France,FRA,2006,83.0,39.0,97.0,,89.0,,99.0,89.0,,,99.0
France,FRA,2007,78.0,42.0,97.0,,90.0,,99.0,90.0,,,99.0
France,FRA,2008,,47.0,97.0,,89.0,,99.0,89.0,,,99.0
France,FRA,2009,,51.0,97.0,,89.0,,98.0,89.0,,,98.0
France,FRA,2010,,64.0,97.0,,89.0,89.0,99.0,89.0,,,99.0
France,FRA,2011,,74.0,98.0,,89.0,89.0,99.0,89.0,,,99.0
France,FRA,2012,,78.0,98.0,,91.0,89.0,99.0,91.0,,,99.0
France,FRA,2013,,82.0,98.0,,90.0,89.0,99.0,90.0,,,99.0
France,FRA,2014,,83.0,97.0,,91.0,89.0,98.0,91.0,,,98.0
France,FRA,2015,,88.0,96.0,99.0,91.0,91.0,97.0,91.0,,,97.0
France,FRA,2016,,90.0,95.0,99.0,90.0,92.0,96.0,90.0,,,96.0
France,FRA,2017,,90.0,95.0,99.0,90.0,92.0,96.0,90.0,,,96.0
France,FRA,2018,,91.0,95.0,99.0,90.0,92.0,96.0,90.0,,,96.0
France,FRA,2019,,91.0,95.0,99.0,92.0,92.0,96.0,92.0,,,96.0
Georgia,GEO,2000,95.0,55.0,,,73.0,,81.0,,,,80.0
Georgia,GEO,2001,94.0,61.0,,,74.0,,83.0,,,,87.0
Georgia,GEO,2002,91.0,51.0,,,75.0,,89.0,,,,84.0
Georgia,GEO,2003,87.0,48.0,,,76.0,,74.0,,,,75.0
Georgia,GEO,2004,91.0,64.0,,,86.0,,66.0,86.0,,,78.0
Georgia,GEO,2005,95.0,79.0,,,90.0,,82.0,90.0,,,82.0
Georgia,GEO,2006,95.0,84.0,,,96.0,,89.0,96.0,,,88.0
Georgia,GEO,2007,96.0,94.0,,,97.0,,88.0,97.0,,,98.0
Georgia,GEO,2008,95.0,89.0,,,97.0,,90.0,97.0,,,92.0
Georgia,GEO,2009,95.0,54.0,,,83.0,,93.0,83.0,,,88.0
Georgia,GEO,2010,96.0,95.0,67.0,,94.0,,88.0,94.0,,,92.0
Georgia,GEO,2011,96.0,89.0,94.0,,91.0,,88.0,91.0,,,94.0
Georgia,GEO,2012,95.0,92.0,92.0,,93.0,,93.0,93.0,,,92.0
Georgia,GEO,2013,95.0,96.0,96.0,,97.0,,94.0,97.0,41.0,,93.0
Georgia,GEO,2014,96.0,91.0,91.0,,92.0,,91.0,92.0,69.0,,91.0
Georgia,GEO,2015,96.0,94.0,87.0,10.0,96.0,16.0,91.0,96.0,72.0,,94.0
Georgia,GEO,2016,98.0,92.0,92.0,97.0,93.0,75.0,92.0,93.0,75.0,,92.0
Georgia,GEO,2017,96.0,91.0,91.0,98.0,95.0,80.0,91.0,95.0,76.0,,91.0
Georgia,GEO,2018,97.0,93.0,93.0,99.0,98.0,81.0,93.0,98.0,79.0,,93.0
Georgia,GEO,2019,96.0,94.0,94.0,99.0,99.0,84.0,94.0,99.0,81.0,,94.0
Germany,DEU,2000,,84.0,94.0,,92.0,,94.0,92.0,,,90.0
Germany,DEU,2001,,86.0,94.0,,94.0,,96.0,94.0,,,93.0
Germany,DEU,2002,,87.0,94.0,,94.0,,97.0,94.0,,,93.0
Germany,DEU,2003,,90.0,93.0,,95.0,,96.0,95.0,,,97.0
Germany,DEU,2004,,88.0,94.0,,96.0,,96.0,96.0,,,96.0
Germany,DEU,2005,,90.0,94.0,,96.0,,95.0,96.0,,,96.0
Germany,DEU,2006,,87.0,93.0,,96.0,,94.0,96.0,,,96.0
Germany,DEU,2007,,86.0,94.0,,97.0,,95.0,97.0,,,96.0
Germany,DEU,2008,,87.0,94.0,,97.0,68.0,95.0,97.0,,,96.0
Germany,DEU,2009,,88.0,94.0,,97.0,84.0,95.0,97.0,,,96.0
Germany,DEU,2010,,88.0,93.0,,97.0,85.0,94.0,97.0,,,96.0
Germany,DEU,2011,,87.0,93.0,,97.0,86.0,94.0,97.0,,,95.0
Germany,DEU,2012,,87.0,93.0,,97.0,84.0,94.0,97.0,,,95.0
Germany,DEU,2013,,87.0,92.0,,97.0,84.0,93.0,97.0,,,93.0
Germany,DEU,2014,,87.0,91.0,,97.0,82.0,93.0,97.0,67.0,,93.0
Germany,DEU,2015,,87.0,91.0,98.0,97.0,83.0,92.0,97.0,67.0,,93.0
Germany,DEU,2016,,88.0,90.0,98.0,97.0,82.0,91.0,97.0,67.0,,91.0
Germany,DEU,2017,,88.0,90.0,98.0,97.0,82.0,91.0,97.0,68.0,,91.0
Germany,DEU,2018,,88.0,90.0,98.0,97.0,82.0,91.0,97.0,67.0,,91.0
Germany,DEU,2019,,88.0,90.0,98.0,97.0,82.0,91.0,97.0,65.0,,91.0
Ghana,GHA,2000,99.0,,,,90.0,,88.0,,,74.0,88.0
Ghana,GHA,2001,94.0,,,,78.0,,81.0,,,87.0,79.0
Ghana,GHA,2002,92.0,80.0,80.0,,78.0,,80.0,,,82.0,78.0
Ghana,GHA,2003,92.0,80.0,80.0,,80.0,,80.0,,,77.0,80.0
Ghana,GHA,2004,92.0,80.0,80.0,,83.0,,81.0,,,81.0,80.0
Ghana,GHA,2005,99.0,84.0,84.0,,83.0,,85.0,,,82.0,84.0
Ghana,GHA,2006,99.0,84.0,84.0,,85.0,,84.0,,,84.0,84.0
Ghana,GHA,2007,99.0,94.0,94.0,,95.0,,94.0,,,94.0,94.0
Ghana,GHA,2008,99.0,93.0,93.0,,86.0,,92.0,,,86.0,93.0
Ghana,GHA,2009,99.0,94.0,94.0,,93.0,,94.0,,,93.0,94.0
Ghana,GHA,2010,99.0,94.0,94.0,,93.0,,94.0,,,93.0,94.0
Ghana,GHA,2011,98.0,91.0,91.0,,91.0,,91.0,,,91.0,91.0
Ghana,GHA,2012,98.0,92.0,92.0,,88.0,43.0,91.0,,49.0,88.0,92.0
Ghana,GHA,2013,98.0,90.0,90.0,,89.0,89.0,91.0,89.0,87.0,87.0,90.0
Ghana,GHA,2014,99.0,98.0,98.0,,92.0,99.0,94.0,92.0,98.0,92.0,98.0
Ghana,GHA,2015,97.0,88.0,88.0,,89.0,88.0,88.0,89.0,88.0,88.0,88.0
Ghana,GHA,2016,94.0,93.0,93.0,,89.0,93.0,95.0,89.0,94.0,88.0,93.0
Ghana,GHA,2017,99.0,99.0,99.0,,95.0,99.0,94.0,95.0,97.0,86.0,99.0
Ghana,GHA,2018,98.0,97.0,97.0,55.0,92.0,96.0,98.0,92.0,94.0,91.0,97.0
Ghana,GHA,2019,96.0,97.0,97.0,97.0,92.0,97.0,97.0,92.0,93.0,92.0,97.0
Greece,GRC,2000,,89.0,87.0,,89.0,,89.0,89.0,,,89.0
Greece,GRC,2001,,90.0,87.0,,91.0,,90.0,91.0,,,91.0
Greece,GRC,2002,,91.0,86.0,,92.0,,92.0,92.0,,,92.0
Greece,GRC,2003,,92.0,86.0,,94.0,,93.0,94.0,,,94.0
Greece,GRC,2004,,92.0,85.0,,95.0,,95.0,95.0,,,95.0
Greece,GRC,2005,,93.0,84.0,,96.0,,96.0,96.0,,,96.0
Greece,GRC,2006,,94.0,84.0,,98.0,,98.0,98.0,,,98.0
Greece,GRC,2007,,95.0,83.0,,99.0,,99.0,99.0,,,99.0
Greece,GRC,2008,,95.0,83.0,,99.0,,99.0,99.0,,,99.0
Greece,GRC,2009,,95.0,83.0,,99.0,,99.0,99.0,,,99.0
Greece,GRC,2010,,95.0,83.0,,99.0,,99.0,99.0,,,99.0
Greece,GRC,2011,,95.0,83.0,,99.0,,99.0,99.0,,,99.0
Greece,GRC,2012,,98.0,94.0,,99.0,32.0,99.0,99.0,,,99.0
Greece,GRC,2013,,98.0,94.0,,99.0,32.0,99.0,99.0,,,99.0
Greece,GRC,2014,,96.0,99.0,,97.0,96.0,99.0,97.0,20.0,,99.0
Greece,GRC,2015,,96.0,99.0,99.0,97.0,96.0,99.0,97.0,20.0,,99.0
Greece,GRC,2016,,96.0,99.0,99.0,97.0,96.0,99.0,97.0,20.0,,99.0
Greece,GRC,2017,,96.0,99.0,99.0,97.0,96.0,99.0,97.0,20.0,,99.0
Greece,GRC,2018,,96.0,99.0,99.0,97.0,96.0,99.0,97.0,20.0,,99.0
Greece,GRC,2019,,96.0,99.0,99.0,97.0,96.0,99.0,97.0,20.0,,99.0
Guatemala,GTM,2000,95.0,,,,86.0,,80.0,,,,81.0
Guatemala,GTM,2001,93.0,,,,91.0,,78.0,91.0,,,77.0
Guatemala,GTM,2002,96.0,,,,92.0,,82.0,92.0,,,82.0
Guatemala,GTM,2003,97.0,,,,94.0,,84.0,94.0,,,84.0
Guatemala,GTM,2004,98.0,,,,95.0,,88.0,95.0,,,87.0
Guatemala,GTM,2005,96.0,87.0,87.0,,93.0,,87.0,93.0,,,87.0
Guatemala,GTM,2006,96.0,89.0,89.0,,95.0,,90.0,95.0,,,89.0
Guatemala,GTM,2007,88.0,85.0,85.0,,86.0,,85.0,86.0,,,85.0
Guatemala,GTM,2008,99.0,95.0,95.0,,96.0,,96.0,96.0,,,95.0
Guatemala,GTM,2009,93.0,92.0,92.0,,92.0,,92.0,92.0,,,92.0
Guatemala,GTM,2010,99.0,94.0,94.0,,93.0,,94.0,93.0,38.0,,94.0
Guatemala,GTM,2011,91.0,88.0,88.0,,89.0,,88.0,89.0,71.0,,88.0
Guatemala,GTM,2012,94.0,96.0,96.0,,93.0,,94.0,93.0,81.0,,96.0
Guatemala,GTM,2013,99.0,96.0,96.0,,91.0,72.0,83.0,91.0,81.0,,96.0
Guatemala,GTM,2014,93.0,74.0,74.0,,68.0,62.0,55.0,68.0,73.0,,74.0
Guatemala,GTM,2015,92.0,70.0,70.0,,79.0,80.0,69.0,79.0,75.0,,70.0
Guatemala,GTM,2016,91.0,83.0,83.0,95.0,89.0,90.0,73.0,89.0,84.0,,83.0
Guatemala,GTM,2017,93.0,91.0,91.0,98.0,94.0,93.0,79.0,94.0,88.0,,91.0
Guatemala,GTM,2018,88.0,85.0,85.0,94.0,89.0,90.0,74.0,89.0,87.0,,85.0
Guatemala,GTM,2019,86.0,85.0,85.0,90.0,90.0,88.0,73.0,90.0,86.0,,85.0
Guinea-Bissau,GNB,2000,77.0,,,,71.0,,52.0,,,,49.0
Guinea-Bissau,GNB,2001,79.0,,,,72.0,,56.0,,,,53.0
Guinea-Bissau,GNB,2002,82.0,,,,73.0,,60.0,,,,57.0
Guinea-Bissau,GNB,2003,84.0,,,,74.0,,65.0,,,,60.0
Guinea-Bissau,GNB,2004,87.0,,,,75.0,,69.0,,,,64.0
Guinea-Bissau,GNB,2005,89.0,,,,76.0,,73.0,,,,68.0
Guinea-Bissau,GNB,2006,90.0,,,,74.0,,74.0,,,,71.0
Guinea-Bissau,GNB,2007,92.0,,,,73.0,,76.0,,,,74.0
Guinea-Bissau,GNB,2008,93.0,,,,71.0,,77.0,,,37.0,77.0
Guinea-Bissau,GNB,2009,94.0,80.0,80.0,,69.0,,78.0,,,69.0,80.0
Guinea-Bissau,GNB,2010,93.0,82.0,86.0,,76.0,,82.0,,,74.0,83.0
Guinea-Bissau,GNB,2011,92.0,89.0,89.0,,83.0,,85.0,,,78.0,86.0
Guinea-Bissau,GNB,2012,94.0,87.0,87.0,,81.0,,87.0,,,75.0,87.0
Guinea-Bissau,GNB,2013,93.0,87.0,87.0,,81.0,,86.0,,,75.0,87.0
Guinea-Bissau,GNB,2014,93.0,86.0,86.0,,81.0,,84.0,,,53.0,86.0
Guinea-Bissau,GNB,2015,92.0,86.0,86.0,,80.0,10.0,83.0,,,75.0,86.0
Guinea-Bissau,GNB,2016,91.0,85.0,85.0,30.0,80.0,83.0,81.0,,61.0,80.0,85.0
Guinea-Bissau,GNB,2017,87.0,79.0,79.0,17.0,66.0,79.0,79.0,,82.0,72.0,79.0
Guinea-Bissau,GNB,2018,89.0,82.0,82.0,3.0,79.0,82.0,82.0,,85.0,80.0,82.0
Guinea-Bissau,GNB,2019,84.0,78.0,78.0,77.0,79.0,78.0,60.0,,81.0,79.0,78.0
Guyana,GUY,2000,93.0,,,,86.0,,79.0,86.0,,83.0,88.0
Guyana,GUY,2001,95.0,85.0,85.0,,92.0,,90.0,92.0,,90.0,85.0
Guyana,GUY,2002,91.0,91.0,91.0,,93.0,,93.0,93.0,,90.0,91.0
Guyana,GUY,2003,95.0,90.0,90.0,,89.0,,91.0,89.0,,89.0,90.0
Guyana,GUY,2004,94.0,91.0,91.0,,88.0,,91.0,88.0,,89.0,91.0
Guyana,GUY,2005,96.0,93.0,93.0,,92.0,,93.0,92.0,,91.0,93.0
Guyana,GUY,2006,96.0,93.0,93.0,,90.0,,92.0,90.0,,90.0,93.0
Guyana,GUY,2007,97.0,94.0,94.0,,96.0,,94.0,96.0,,96.0,94.0
Guyana,GUY,2008,96.0,93.0,93.0,,95.0,,93.0,95.0,,97.0,93.0
Guyana,GUY,2009,98.0,98.0,98.0,,97.0,,97.0,97.0,,97.0,98.0
Guyana,GUY,2010,98.0,95.0,95.0,,95.0,,95.0,95.0,39.0,94.0,95.0
Guyana,GUY,2011,97.0,93.0,93.0,,98.0,50.0,93.0,98.0,77.0,97.0,93.0
Guyana,GUY,2012,98.0,97.0,97.0,,99.0,90.0,97.0,99.0,91.0,99.0,97.0
Guyana,GUY,2013,98.0,98.0,98.0,,99.0,96.0,98.0,99.0,94.0,99.0,98.0
Guyana,GUY,2014,99.0,98.0,98.0,,99.0,97.0,97.0,99.0,95.0,99.0,98.0
Guyana,GUY,2015,99.0,95.0,95.0,31.0,99.0,94.0,92.0,99.0,96.0,99.0,95.0
Guyana,GUY,2016,95.0,97.0,97.0,98.0,99.0,92.0,94.0,99.0,96.0,99.0,97.0
Guyana,GUY,2017,97.0,97.0,97.0,94.0,99.0,97.0,94.0,99.0,97.0,99.0,97.0
Guyana,GUY,2018,99.0,95.0,95.0,97.0,98.0,91.0,94.0,98.0,91.0,96.0,95.0
Guyana,GUY,2019,99.0,99.0,99.0,99.0,98.0,98.0,97.0,98.0,99.0,94.0,99.0
Haiti,HTI,2000,72.0,,,,55.0,,50.0,,,,43.0
Haiti,HTI,2001,72.0,,,,55.0,,52.0,,,,46.0
Haiti,HTI,2002,73.0,,,,56.0,,54.0,,,,50.0
Haiti,HTI,2003,74.0,,,,57.0,,56.0,,,,53.0
Haiti,HTI,2004,74.0,,,,57.0,,58.0,,,,57.0
Haiti,HTI,2005,75.0,,,,58.0,,60.0,,,,60.0
Haiti,HTI,2006,75.0,,,,59.0,,61.0,,,,62.0
Haiti,HTI,2007,78.0,,,,60.0,,62.0,,,,64.0
Haiti,HTI,2008,78.0,,,,62.0,,64.0,62.0,,,64.0
Haiti,HTI,2009,80.0,,,,63.0,,65.0,63.0,,,65.0
Haiti,HTI,2010,82.0,,,,64.0,,66.0,64.0,,,67.0
Haiti,HTI,2011,83.0,,,,65.0,,67.0,65.0,,,68.0
Haiti,HTI,2012,82.0,,,,66.0,,66.0,66.0,,,66.0
Haiti,HTI,2013,82.0,68.0,68.0,,68.0,,64.0,68.0,,,65.0
Haiti,HTI,2014,81.0,63.0,63.0,,69.0,,63.0,69.0,23.0,,63.0
Haiti,HTI,2015,83.0,64.0,64.0,,69.0,,64.0,69.0,58.0,,64.0
Haiti,HTI,2016,83.0,64.0,64.0,45.0,69.0,,64.0,69.0,58.0,,64.0
Haiti,HTI,2017,83.0,64.0,64.0,66.0,69.0,,64.0,69.0,58.0,,64.0
Haiti,HTI,2018,83.0,64.0,64.0,78.0,69.0,12.0,64.0,69.0,58.0,,64.0
Haiti,HTI,2019,73.0,51.0,51.0,75.0,65.0,42.0,51.0,65.0,48.0,,51.0
Honduras,HND,2000,99.0,93.0,93.0,,98.0,,88.0,98.0,,,94.0
Honduras,HND,2001,99.0,95.0,95.0,,99.0,,99.0,99.0,,,96.0
Honduras,HND,2002,94.0,94.0,94.0,,97.0,,95.0,97.0,,,95.0
Honduras,HND,2003,91.0,91.0,91.0,,95.0,,92.0,95.0,,,92.0
Honduras,HND,2004,98.0,93.0,93.0,,92.0,,94.0,92.0,,,94.0
Honduras,HND,2005,98.0,97.0,97.0,,96.0,,98.0,96.0,,,98.0
Honduras,HND,2006,97.0,94.0,94.0,,95.0,,94.0,95.0,,,95.0
Honduras,HND,2007,99.0,93.0,93.0,,94.0,,94.0,94.0,,,94.0
Honduras,HND,2008,99.0,92.0,92.0,,93.0,,93.0,93.0,,,93.0
Honduras,HND,2009,99.0,97.0,97.0,,98.0,,97.0,98.0,81.0,,97.0
Honduras,HND,2010,99.0,97.0,97.0,,98.0,,97.0,98.0,97.0,,97.0
Honduras,HND,2011,99.0,97.0,97.0,,97.0,78.0,97.0,97.0,97.0,,97.0
Honduras,HND,2012,98.0,98.0,98.0,,97.0,97.0,98.0,97.0,98.0,,98.0
Honduras,HND,2013,97.0,99.0,99.0,,97.0,99.0,99.0,97.0,98.0,,99.0
Honduras,HND,2014,96.0,99.0,99.0,,97.0,99.0,99.0,97.0,99.0,,99.0
Honduras,HND,2015,94.0,98.0,98.0,9.0,98.0,99.0,98.0,98.0,99.0,,98.0
Honduras,HND,2016,93.0,95.0,95.0,94.0,98.0,94.0,95.0,98.0,96.0,,95.0
Honduras,HND,2017,92.0,90.0,90.0,92.0,98.0,90.0,90.0,98.0,91.0,,90.0
Honduras,HND,2018,93.0,91.0,91.0,93.0,91.0,91.0,91.0,91.0,92.0,,91.0
Honduras,HND,2019,87.0,88.0,88.0,89.0,89.0,88.0,88.0,89.0,89.0,,88.0
Hungary,HUN,2000,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2001,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2002,99.0,,99.0,,99.0,,98.0,99.0,,,99.0
Hungary,HUN,2003,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2004,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2005,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2006,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2007,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2008,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2009,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2010,99.0,,99.0,,99.0,,99.0,99.0,,,99.0
Hungary,HUN,2011,99.0,,99.0,,99.0,84.0,99.0,99.0,,,99.0
Hungary,HUN,2012,99.0,,99.0,,99.0,90.0,99.0,99.0,,,99.0
Hungary,HUN,2013,99.0,,99.0,,99.0,92.0,99.0,99.0,,,99.0
Hungary,HUN,2014,99.0,,99.0,,99.0,93.0,99.0,99.0,,,99.0
Hungary,HUN,2015,99.0,,99.0,99.0,99.0,94.0,99.0,99.0,,,99.0
Hungary,HUN,2016,99.0,,99.0,99.0,99.0,98.0,99.0,99.0,,,99.0
Hungary,HUN,2017,99.0,,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0
Hungary,HUN,2018,99.0,,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0
Hungary,HUN,2019,99.0,,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0
Iceland,ISL,2000,,,98.0,,91.0,,98.0,91.0,,,98.0
Iceland,ISL,2001,,,92.0,,88.0,,92.0,88.0,,,92.0
Iceland,ISL,2002,,,95.0,,91.0,,95.0,91.0,,,95.0
Iceland,ISL,2003,,,97.0,,93.0,,97.0,93.0,,,97.0
Iceland,ISL,2004,,,99.0,,93.0,,99.0,93.0,,,99.0
Iceland,ISL,2005,,,95.0,,90.0,,95.0,90.0,,,95.0
Iceland,ISL,2006,,,97.0,,95.0,,97.0,95.0,,,97.0
Iceland,ISL,2007,,,97.0,,95.0,,97.0,95.0,,,97.0
Iceland,ISL,2008,,,98.0,,96.0,,98.0,96.0,,,98.0
Iceland,ISL,2009,,,96.0,,92.0,,96.0,92.0,,,96.0
Iceland,ISL,2010,,,96.0,,93.0,,96.0,93.0,,,96.0
Iceland,ISL,2011,,,95.0,,94.0,,95.0,94.0,,,95.0
Iceland,ISL,2012,,,89.0,,90.0,86.0,89.0,90.0,,,89.0
Iceland,ISL,2013,,,91.0,,91.0,88.0,91.0,91.0,,,91.0
Iceland,ISL,2014,,,90.0,,90.0,90.0,90.0,90.0,,,90.0
Iceland,ISL,2015,,,92.0,96.0,93.0,91.0,92.0,93.0,,,92.0
Iceland,ISL,2016,,,91.0,96.0,91.0,90.0,91.0,91.0,,,91.0
Iceland,ISL,2017,,,89.0,97.0,92.0,88.0,89.0,92.0,,,89.0
Iceland,ISL,2018,,,91.0,97.0,93.0,90.0,91.0,93.0,,,91.0
Iceland,ISL,2019,,,93.0,95.0,93.0,92.0,93.0,93.0,,,92.0
India,IND,2000,74.0,,,,56.0,,57.0,,,,58.0
India,IND,2001,75.0,,,,57.0,,58.0,,,,59.0
India,IND,2002,75.0,,,,56.0,,58.0,,,,59.0
India,IND,2003,77.0,,,,60.0,,57.0,,,,61.0
India,IND,2004,80.0,6.0,,,64.0,,58.0,,,,63.0
India,IND,2005,86.0,8.0,,,68.0,,65.0,,,,65.0
India,IND,2006,86.0,6.0,,,69.0,,66.0,,,,65.0
India,IND,2007,87.0,6.0,,,70.0,,67.0,,,,64.0
India,IND,2008,86.0,29.0,,,72.0,,69.0,,,,70.0
India,IND,2009,88.0,37.0,,,78.0,,73.0,,,,74.0
India,IND,2010,89.0,38.0,,,82.0,,76.0,,,,79.0
India,IND,2011,90.0,44.0,,,84.0,,79.0,,,,82.0
India,IND,2012,90.0,73.0,,,83.0,,79.0,,,,82.0
